age,gender,marital_status,monthly_income,living_expenses,current_debt,asset_value,dependents,housing_status,loan_amount,purpose,loan_term_months,repayment_method,package_id,is_on_time_payment
43,male,divorced,153.2,30.3,373.0,14551.0,0,own,2626,kinh_doanh,43,installment,8,1
30,female,divorced,93.5,21.6,394.0,6499.0,2,stay_with_parents,5848,kinh_doanh,112,installment,8,0
38,male,divorced,109.9,34.4,464.0,7118.0,0,stay_with_parents,4145,tieu_dung,15,interest_only,7,0
36,male,single,89.2,14.7,212.0,6731.0,2,own,6193,tieu_dung,18,installment,6,0
64,male,divorced,139.0,26.2,489.0,11350.0,0,own,7915,kinh_doanh,88,interest_only,8,1
30,female,married,36.8,8.2,63.0,2966.0,0,own,2470,o_to,84,installment,4,0
24,male,divorced,42.0,13.8,60.0,1731.0,1,own,1431,kinh_doanh,50,installment,9,0
62,male,divorced,120.7,20.1,280.0,5229.0,2,own,4092,bds,218,installment,1,1
56,male,married,57.0,12.9,238.0,4092.0,0,own,2846,o_to,42,installment,4,0
67,female,divorced,159.6,47.9,674.0,927.0,0,own,6543,kinh_doanh,47,installment,8,0
21,male,divorced,75.0,25.9,199.0,3665.0,1,rent,9516,o_to,60,interest_only,5,0
61,female,divorced,96.4,25.4,304.0,5545.0,3,own,4168,tieu_dung,13,installment,6,0
46,male,married,33.3,7.4,54.0,734.0,2,own,942,bds,280,installment,1,1
55,female,married,169.9,28.0,650.0,16287.0,3,own,1112,bds,137,interest_only,3,1
19,female,single,110.7,17.6,388.0,7211.0,2,own,3236,bds,130,interest_only,1,1
23,male,married,92.2,20.4,83.0,1621.0,3,own,9010,o_to,45,interest_only,4,0
61,male,divorced,127.1,40.1,133.0,1799.0,2,stay_with_parents,4753,o_to,51,interest_only,5,1
42,male,single,79.8,21.2,143.0,5994.0,3,own,6827,kinh_doanh,18,interest_only,8,0
27,male,divorced,53.1,15.6,121.0,5142.0,1,own,2341,bds,73,interest_only,2,0
38,male,married,108.3,31.8,22.0,821.0,1,own,3553,bds,296,installment,3,1
40,male,single,88.8,29.6,78.0,5901.0,2,own,3906,o_to,77,installment,4,0
63,male,single,62.2,21.3,108.0,4055.0,2,own,1119,o_to,24,interest_only,5,0
37,female,single,48.6,9.7,142.0,595.0,0,own,2299,o_to,78,installment,4,0
54,female,married,113.4,29.4,209.0,7253.0,1,own,2226,kinh_doanh,82,interest_only,8,1
49,female,married,83.2,12.6,409.0,510.0,0,rent,8597,kinh_doanh,69,installment,8,0
65,female,single,141.8,21.4,452.0,1516.0,2,rent,6041,kinh_doanh,26,installment,8,0
63,female,divorced,161.5,24.3,216.0,14023.0,0,rent,1191,tieu_dung,20,interest_only,7,1
49,male,single,67.0,22.2,162.0,1772.0,0,stay_with_parents,2512,kinh_doanh,111,installment,8,1
41,male,married,171.4,55.7,776.0,10561.0,3,stay_with_parents,8234,bds,313,interest_only,3,0
46,male,single,149.8,30.0,524.0,3963.0,3,rent,1963,o_to,24,installment,5,0
69,male,married,72.0,14.0,293.0,5919.0,1,stay_with_parents,8580,kinh_doanh,46,installment,8,0
60,female,divorced,63.4,14.0,123.0,3576.0,1,rent,3984,tieu_dung,18,installment,6,0
62,male,single,58.4,19.5,63.0,3482.0,2,own,2321,bds,66,interest_only,2,0
65,male,divorced,70.5,19.2,135.0,1709.0,1,own,9024,bds,301,installment,3,0
27,female,married,52.7,12.0,213.0,2975.0,1,own,544,bds,86,interest_only,10,1
50,male,married,184.7,31.5,313.0,9316.0,2,rent,2445,kinh_doanh,58,installment,8,1
69,male,married,94.1,25.1,436.0,2748.0,0,stay_with_parents,8283,bds,295,interest_only,3,0
55,male,married,49.4,12.8,184.0,1774.0,0,rent,473,tieu_dung,42,installment,6,1
48,female,single,37.9,10.2,44.0,2446.0,1,rent,996,tieu_dung,34,interest_only,7,1
34,female,divorced,152.9,28.1,435.0,6946.0,1,own,9420,o_to,43,interest_only,4,0
24,female,divorced,38.7,9.0,125.0,2861.0,0,own,2066,bds,142,interest_only,2,1
63,female,divorced,106.1,35.1,151.0,5151.0,2,rent,6342,o_to,12,interest_only,5,0
50,male,divorced,174.5,35.0,453.0,14273.0,1,own,1645,kinh_doanh,90,interest_only,8,1
29,female,married,53.5,13.8,219.0,929.0,1,own,1571,o_to,45,interest_only,4,1
38,female,single,186.2,55.9,142.0,1387.0,3,stay_with_parents,6580,bds,272,installment,1,1
28,female,divorced,65.6,19.8,316.0,4531.0,1,rent,7779,kinh_doanh,53,installment,8,0
57,male,married,46.5,15.1,15.0,501.0,1,own,1999,tieu_dung,18,installment,7,0
23,male,married,91.4,13.9,330.0,6575.0,0,own,7935,tieu_dung,21,installment,6,0
22,male,divorced,95.2,14.4,267.0,555.0,2,own,8413,o_to,36,interest_only,5,0
25,female,married,21.9,6.0,16.0,1450.0,0,own,577,tieu_dung,8,interest_only,7,1
47,female,single,103.1,24.1,341.0,8219.0,3,own,9408,o_to,22,interest_only,4,0
38,female,single,222.5,42.5,288.0,15799.0,0,stay_with_parents,5075,o_to,80,interest_only,4,1
46,female,married,69.7,24.4,67.0,6138.0,3,own,5661,tieu_dung,37,interest_only,6,0
62,female,divorced,172.5,52.9,634.0,3895.0,0,stay_with_parents,4985,kinh_doanh,33,installment,8,0
70,female,married,189.7,57.3,752.0,10822.0,2,stay_with_parents,5506,kinh_doanh,94,installment,8,0
65,male,divorced,193.9,53.0,577.0,18733.0,3,rent,4507,kinh_doanh,62,installment,8,1
59,female,divorced,155.7,30.4,596.0,14027.0,1,own,9497,bds,214,installment,1,1
58,male,single,125.1,37.1,555.0,2310.0,0,own,2096,tieu_dung,11,installment,7,0
66,female,divorced,171.6,27.1,65.0,16064.0,2,rent,5318,o_to,60,interest_only,4,1
32,male,married,204.4,56.7,307.0,11758.0,3,own,6624,bds,257,interest_only,1,1
41,male,divorced,60.0,21.0,120.0,2488.0,1,rent,7697,tieu_dung,20,interest_only,7,0
33,female,single,155.1,52.4,567.0,7444.0,3,rent,4258,tieu_dung,24,installment,7,0
39,female,divorced,51.6,15.2,234.0,4653.0,0,stay_with_parents,1746,tieu_dung,34,installment,7,0
22,male,divorced,72.1,15.5,315.0,4446.0,0,own,1628,kinh_doanh,52,installment,8,0
20,male,single,75.9,15.3,56.0,3437.0,0,rent,8015,tieu_dung,32,interest_only,7,0
56,female,single,172.2,38.0,109.0,16326.0,2,own,2590,tieu_dung,9,interest_only,7,1
66,male,divorced,55.7,11.7,134.0,1474.0,0,stay_with_parents,2641,o_to,74,interest_only,4,0
30,female,single,81.0,20.3,20.0,1554.0,0,own,7268,o_to,17,interest_only,5,0
51,male,married,122.7,20.8,90.0,10006.0,3,own,4468,tieu_dung,28,interest_only,6,0
56,male,divorced,177.6,32.5,459.0,9169.0,3,own,2258,tieu_dung,11,installment,7,0
54,female,divorced,143.1,33.3,560.0,2169.0,0,rent,7609,tieu_dung,22,installment,7,0
28,male,divorced,40.5,12.7,47.0,3842.0,3,own,888,o_to,42,installment,5,0
37,male,divorced,183.3,31.2,899.0,11278.0,1,own,4761,o_to,14,installment,5,0
52,male,single,47.1,15.0,169.0,1484.0,0,rent,2785,bds,70,interest_only,2,0
20,male,single,124.4,40.0,262.0,7373.0,3,rent,4229,kinh_doanh,22,interest_only,8,0
20,female,married,39.6,7.8,151.0,677.0,2,own,1801,tieu_dung,37,installment,6,0
41,male,divorced,196.8,32.6,420.0,17873.0,2,rent,9047,bds,272,interest_only,3,1
51,male,married,42.5,8.4,124.0,997.0,3,own,1233,kinh_doanh,87,installment,8,1
41,female,single,191.7,58.4,160.0,7554.0,2,own,8335,bds,298,interest_only,1,1
62,male,married,49.4,11.6,179.0,4272.0,0,rent,2681,tieu_dung,19,interest_only,7,0
69,male,single,158.7,48.1,474.0,15487.0,3,own,9948,kinh_doanh,90,installment,8,0
29,male,divorced,89.1,14.8,445.0,7873.0,2,rent,3721,bds,276,interest_only,1,1
56,male,divorced,49.9,16.9,77.0,715.0,1,own,2250,o_to,25,interest_only,4,0
42,female,married,110.0,18.5,18.0,5050.0,3,own,3726,tieu_dung,33,installment,6,0
63,female,single,121.7,23.1,570.0,8724.0,0,stay_with_parents,6161,kinh_doanh,40,installment,8,0
45,male,single,56.0,14.1,242.0,2285.0,3,own,2691,bds,46,interest_only,2,1
69,male,married,105.4,25.2,483.0,2619.0,3,stay_with_parents,8751,bds,142,installment,3,0
25,female,single,26.5,5.0,78.0,2107.0,3,stay_with_parents,752,tieu_dung,11,installment,7,0
22,female,divorced,108.9,27.3,532.0,9350.0,1,stay_with_parents,3909,o_to,53,installment,5,0
34,female,single,99.1,26.7,339.0,5338.0,0,stay_with_parents,2716,o_to,50,installment,4,0
55,male,divorced,154.1,41.7,731.0,6549.0,1,rent,3383,o_to,53,installment,5,1
49,female,divorced,117.7,25.7,275.0,9150.0,2,stay_with_parents,1891,tieu_dung,8,interest_only,6,0
23,male,single,63.2,17.5,215.0,4443.0,0,rent,7991,o_to,82,installment,4,1
36,male,divorced,173.9,27.5,544.0,4986.0,0,own,4582,bds,253,interest_only,1,1
39,female,married,134.1,43.9,47.0,11259.0,0,own,3904,kinh_doanh,64,interest_only,8,1
38,female,married,88.2,25.1,437.0,5772.0,2,own,6099,bds,211,interest_only,1,0
42,female,married,114.2,23.5,81.0,3739.0,0,own,7195,o_to,35,installment,5,0
21,male,single,98.5,15.1,249.0,8010.0,1,own,5771,tieu_dung,36,interest_only,7,0
58,male,divorced,95.0,24.8,462.0,2750.0,2,own,5762,kinh_doanh,42,installment,8,0
39,female,divorced,70.3,19.6,143.0,6916.0,2,own,2177,kinh_doanh,58,interest_only,9,0
27,female,married,79.8,14.7,272.0,2765.0,3,own,4909,tieu_dung,12,installment,6,0
37,male,divorced,198.5,58.5,721.0,15861.0,2,stay_with_parents,3757,kinh_doanh,40,installment,8,1
23,female,single,34.7,8.0,127.0,2794.0,0,own,1712,tieu_dung,22,installment,7,0
61,female,married,147.4,39.3,64.0,5022.0,1,own,7710,bds,310,installment,3,1
40,female,single,94.9,21.8,226.0,7841.0,1,own,9940,o_to,47,installment,4,0
58,female,divorced,169.9,55.2,690.0,8058.0,3,own,7687,tieu_dung,22,interest_only,7,0
55,female,divorced,68.5,19.4,51.0,2955.0,1,own,4736,tieu_dung,16,installment,7,0
41,female,single,45.5,13.4,203.0,747.0,3,own,1149,kinh_doanh,17,interest_only,8,1
68,male,single,136.1,45.1,65.0,1269.0,2,stay_with_parents,7160,tieu_dung,6,interest_only,7,0
28,male,single,105.7,17.7,474.0,6865.0,2,own,5739,bds,296,interest_only,1,1
53,female,married,76.2,21.3,227.0,2927.0,2,own,4496,o_to,22,interest_only,5,0
26,female,married,105.5,19.1,441.0,10174.0,0,rent,9934,bds,310,installment,3,0
52,female,single,137.9,28.7,510.0,7055.0,2,own,5253,o_to,49,interest_only,4,1
27,male,single,103.5,18.7,239.0,1594.0,1,rent,1046,bds,225,installment,3,1
43,male,single,167.6,50.5,384.0,2868.0,3,stay_with_parents,9089,o_to,12,installment,5,0
36,female,divorced,57.3,10.4,239.0,479.0,3,own,1666,bds,232,interest_only,10,1
23,male,divorced,105.5,17.5,513.0,8950.0,2,own,1766,o_to,39,installment,4,1
37,female,divorced,50.2,8.3,40.0,3913.0,0,rent,1056,kinh_doanh,91,interest_only,8,1
62,male,divorced,184.6,52.4,737.0,3172.0,1,rent,6002,kinh_doanh,45,installment,8,0
61,female,divorced,188.8,54.5,101.0,11743.0,2,rent,9075,bds,285,installment,1,1
67,female,divorced,121.1,33.5,314.0,10705.0,0,own,9585,bds,148,installment,3,0
37,female,single,140.4,41.2,373.0,4465.0,0,stay_with_parents,5246,tieu_dung,18,installment,6,0
41,male,married,59.8,11.2,207.0,4728.0,3,rent,1116,tieu_dung,8,interest_only,7,0
25,male,single,99.1,23.9,181.0,5741.0,1,own,4841,bds,211,installment,3,1
20,female,married,106.4,26.8,354.0,6337.0,2,own,9888,bds,125,interest_only,3,0
57,male,single,110.9,22.8,408.0,9958.0,1,stay_with_parents,1797,o_to,27,installment,5,0
43,male,married,124.8,41.5,161.0,9997.0,1,stay_with_parents,1546,tieu_dung,38,installment,6,1
70,female,divorced,53.9,14.7,28.0,807.0,1,rent,1913,o_to,30,interest_only,5,0
44,male,married,132.2,44.7,347.0,3324.0,1,rent,7373,o_to,34,installment,4,0
47,male,divorced,187.3,34.4,711.0,13635.0,0,own,5894,tieu_dung,18,interest_only,7,0
60,male,married,168.8,50.6,103.0,1542.0,2,own,2499,o_to,17,installment,4,0
66,female,single,139.5,31.7,128.0,3578.0,1,own,7493,kinh_doanh,29,installment,8,0
37,female,married,41.6,13.2,55.0,3455.0,0,rent,2898,o_to,60,interest_only,4,0
49,male,divorced,182.9,55.2,161.0,2266.0,1,own,5538,tieu_dung,34,installment,6,0
47,female,divorced,161.8,25.7,482.0,3303.0,0,own,9782,bds,151,interest_only,1,0
60,male,married,147.4,37.6,590.0,2311.0,1,rent,5829,bds,300,installment,3,0
26,male,single,78.1,23.2,159.0,1527.0,0,own,3404,tieu_dung,12,interest_only,7,0
43,female,single,109.3,33.2,114.0,2307.0,2,stay_with_parents,2636,o_to,58,installment,4,1
68,male,single,147.5,42.1,560.0,9701.0,3,own,4207,bds,195,interest_only,1,1
41,male,divorced,63.8,20.1,186.0,5404.0,1,own,3434,bds,201,installment,1,1
49,female,divorced,168.7,51.3,602.0,14653.0,1,own,6123,tieu_dung,40,installment,6,0
67,male,married,186.5,56.5,370.0,9946.0,1,own,8878,o_to,14,interest_only,5,0
46,male,divorced,106.3,35.2,241.0,5301.0,0,own,9357,bds,245,installment,3,0
59,male,single,191.9,56.9,755.0,6768.0,1,own,8393,tieu_dung,11,interest_only,7,1
28,male,married,115.1,18.1,204.0,8170.0,3,own,8808,tieu_dung,23,installment,7,0
48,male,divorced,122.3,34.6,550.0,12064.0,0,stay_with_parents,9322,bds,222,interest_only,3,0
23,male,divorced,120.8,37.6,327.0,6703.0,0,stay_with_parents,2105,kinh_doanh,41,installment,9,1
53,male,single,91.4,31.9,453.0,758.0,2,own,3699,bds,274,interest_only,1,1
64,male,single,168.0,28.6,484.0,9308.0,0,rent,3342,bds,180,installment,3,1
57,female,married,135.4,31.8,480.0,6848.0,2,own,1594,bds,136,installment,1,1
31,female,single,161.4,29.7,674.0,15037.0,0,own,2883,o_to,38,interest_only,4,1
58,male,married,38.4,12.2,55.0,1866.0,1,own,2785,o_to,12,interest_only,4,0
24,male,single,51.8,13.1,40.0,4531.0,3,own,495,tieu_dung,16,interest_only,6,1
52,female,divorced,48.8,14.3,49.0,4681.0,0,stay_with_parents,1445,tieu_dung,16,installment,7,0
68,female,married,149.7,44.2,706.0,2665.0,1,rent,8678,bds,193,installment,3,1
46,male,single,192.8,66.1,396.0,12676.0,1,own,7793,o_to,54,interest_only,5,1
38,male,single,139.2,40.3,550.0,7826.0,0,rent,8588,o_to,38,installment,5,0
63,female,divorced,87.5,24.2,55.0,2206.0,1,rent,5977,tieu_dung,27,installment,7,0
19,female,divorced,80.3,24.1,241.0,688.0,2,rent,8048,tieu_dung,35,installment,7,0
25,female,divorced,42.6,12.8,118.0,3731.0,1,own,813,bds,112,interest_only,2,1
28,female,divorced,104.5,29.4,86.0,2887.0,1,rent,8372,tieu_dung,32,interest_only,6,0
65,male,married,157.6,39.5,79.0,2464.0,0,own,8927,bds,235,installment,1,1
39,female,single,126.3,40.5,233.0,6482.0,2,own,3036,tieu_dung,39,installment,6,0
38,male,married,44.4,11.3,173.0,2419.0,0,own,2833,tieu_dung,24,installment,7,0
27,female,single,73.7,20.8,304.0,4570.0,1,stay_with_parents,8523,kinh_doanh,31,installment,8,0
34,female,divorced,54.1,18.0,79.0,2612.0,2,own,2312,o_to,23,installment,4,0
22,male,divorced,121.0,26.3,120.0,7357.0,0,rent,6821,tieu_dung,25,installment,7,0
64,male,married,134.8,32.8,98.0,13357.0,2,stay_with_parents,8441,kinh_doanh,43,interest_only,8,0
50,female,divorced,38.5,7.2,56.0,1117.0,3,rent,1870,bds,199,installment,1,1
35,female,single,142.6,30.7,254.0,6283.0,1,rent,1718,bds,104,installment,1,1
29,male,married,117.2,22.5,4.0,4318.0,3,rent,3100,o_to,47,interest_only,5,0
66,male,married,93.5,31.9,88.0,2598.0,2,stay_with_parents,9126,kinh_doanh,105,interest_only,8,0
52,male,single,137.6,23.1,320.0,6055.0,1,own,4081,tieu_dung,6,installment,6,0
38,female,single,98.0,17.0,363.0,7693.0,0,stay_with_parents,6490,tieu_dung,24,installment,7,0
19,female,single,105.8,28.3,488.0,7843.0,2,stay_with_parents,7152,tieu_dung,58,installment,6,0
48,female,married,128.5,33.0,479.0,7613.0,1,own,6569,o_to,38,interest_only,4,0
30,male,divorced,136.1,27.0,119.0,1630.0,1,own,8558,tieu_dung,34,installment,7,1
46,female,divorced,153.3,41.1,505.0,10914.0,1,own,4690,kinh_doanh,40,interest_only,8,1
28,male,divorced,32.5,7.4,142.0,1101.0,0,own,2016,tieu_dung,26,installment,7,0
64,male,single,105.0,18.8,81.0,2895.0,3,own,6447,bds,191,interest_only,3,0
34,female,single,71.0,11.5,50.0,2755.0,3,rent,9464,kinh_doanh,38,installment,8,0
70,female,single,127.9,21.5,516.0,8127.0,3,own,1129,tieu_dung,29,interest_only,7,1
25,male,married,63.3,17.9,50.0,3752.0,3,own,1934,tieu_dung,13,installment,7,0
57,male,single,53.7,15.3,246.0,1556.0,0,rent,1272,o_to,64,interest_only,4,1
70,male,single,170.9,36.1,256.0,4561.0,3,own,5866,o_to,52,interest_only,4,1
53,female,married,111.5,18.2,17.0,5911.0,3,own,7206,o_to,47,installment,5,1
36,male,divorced,75.6,11.4,257.0,1196.0,3,own,4722,bds,165,interest_only,3,1
65,female,married,126.6,38.1,594.0,4525.0,2,own,1128,o_to,77,installment,4,1
19,female,single,86.4,19.9,79.0,4923.0,3,rent,9315,kinh_doanh,112,interest_only,8,0
61,male,married,87.8,30.3,212.0,5836.0,2,own,6354,tieu_dung,21,interest_only,7,0
18,male,single,113.4,18.9,151.0,2002.0,3,own,8194,o_to,14,installment,4,1
53,male,married,136.4,35.4,104.0,4095.0,3,own,8626,kinh_doanh,53,installment,8,0
20,female,single,120.5,39.6,491.0,9582.0,1,own,4252,bds,158,interest_only,3,1
34,male,divorced,207.1,39.5,586.0,13559.0,0,own,6625,bds,360,installment,3,0
63,male,single,117.3,39.9,63.0,3032.0,0,rent,1516,bds,171,installment,3,1
35,female,married,180.3,52.7,248.0,7656.0,3,rent,3450,kinh_doanh,38,interest_only,8,1
59,male,single,139.2,21.1,151.0,6844.0,1,rent,4278,tieu_dung,14,installment,6,0
29,female,divorced,29.9,6.6,11.0,1433.0,3,rent,1411,bds,283,installment,3,1
41,female,married,179.1,31.2,523.0,17753.0,1,rent,9876,tieu_dung,10,installment,7,0
20,male,divorced,71.3,22.7,13.0,5481.0,2,stay_with_parents,9701,kinh_doanh,52,interest_only,8,1
41,female,married,109.2,37.0,409.0,10076.0,1,rent,6586,bds,298,interest_only,1,0
63,female,divorced,127.9,33.2,284.0,9701.0,1,stay_with_parents,3218,bds,180,interest_only,3,1
37,male,single,109.4,27.5,535.0,6198.0,1,stay_with_parents,3112,o_to,75,interest_only,4,1
60,male,divorced,163.1,44.3,654.0,2123.0,2,rent,1197,kinh_doanh,117,interest_only,8,1
44,male,single,57.1,13.8,255.0,4241.0,1,own,1546,o_to,58,interest_only,4,1
49,male,married,94.8,31.5,14.0,8153.0,0,own,3769,kinh_doanh,109,interest_only,8,1
68,male,divorced,47.3,13.0,202.0,4005.0,0,own,2040,bds,171,installment,1,0
61,male,single,171.9,35.8,702.0,8306.0,0,rent,1275,bds,246,installment,3,1
43,male,married,73.8,24.8,7.0,5666.0,1,own,2462,kinh_doanh,28,interest_only,8,1
55,male,married,185.8,52.7,631.0,6374.0,3,stay_with_parents,8958,kinh_doanh,79,installment,8,0
64,female,married,169.0,53.6,296.0,1860.0,0,own,2641,kinh_doanh,38,interest_only,8,1
65,female,divorced,196.2,49.4,792.0,16379.0,1,own,9409,tieu_dung,7,installment,6,0
38,female,divorced,153.2,43.8,210.0,6596.0,2,own,6080,kinh_doanh,20,installment,8,0
65,male,married,103.8,20.7,331.0,3600.0,0,rent,7601,o_to,13,interest_only,5,1
30,female,married,92.0,22.1,53.0,4120.0,2,own,3429,bds,145,interest_only,1,1
37,female,divorced,198.9,41.2,629.0,17236.0,1,own,1326,tieu_dung,57,installment,6,1
55,male,divorced,133.3,39.9,280.0,4652.0,1,rent,9048,kinh_doanh,101,interest_only,8,1
21,male,divorced,48.6,10.5,183.0,607.0,2,rent,1396,tieu_dung,15,interest_only,7,1
37,male,married,132.3,30.8,651.0,4819.0,3,stay_with_parents,3713,kinh_doanh,31,interest_only,8,1
68,male,married,120.0,33.1,462.0,4250.0,3,own,3831,tieu_dung,11,interest_only,7,0
38,male,married,40.0,9.5,133.0,1592.0,3,own,400,tieu_dung,43,interest_only,6,1
41,male,single,81.3,24.4,27.0,4742.0,1,rent,4452,tieu_dung,7,interest_only,7,0
19,male,married,90.1,24.0,120.0,3934.0,2,own,5319,kinh_doanh,106,installment,8,0
56,female,single,116.3,19.3,393.0,8519.0,3,rent,5032,bds,240,installment,1,1
20,male,divorced,90.7,22.0,45.0,1021.0,3,own,4891,tieu_dung,9,interest_only,6,0
34,female,divorced,65.0,18.5,149.0,3834.0,0,own,3748,kinh_doanh,20,interest_only,8,0
34,male,single,77.5,13.4,297.0,1001.0,1,own,9888,o_to,43,installment,5,0
26,female,married,67.7,20.4,184.0,1915.0,2,own,8120,tieu_dung,26,installment,7,0
36,female,married,150.7,47.8,377.0,6599.0,2,rent,2441,tieu_dung,28,interest_only,7,1
27,female,married,121.8,30.8,329.0,4768.0,3,own,4429,bds,214,installment,3,1
70,female,single,70.3,11.9,126.0,2433.0,1,own,3195,kinh_doanh,29,interest_only,8,1
27,male,divorced,45.8,7.8,31.0,2222.0,1,own,889,o_to,48,interest_only,4,1
53,female,divorced,36.9,6.0,106.0,1509.0,0,rent,330,o_to,55,interest_only,5,1
32,female,married,164.5,46.9,432.0,8869.0,3,own,1566,kinh_doanh,53,installment,9,1
20,male,single,58.3,12.3,238.0,4409.0,3,stay_with_parents,1986,o_to,46,interest_only,5,1
48,female,married,34.3,10.5,89.0,1024.0,3,stay_with_parents,482,o_to,71,interest_only,4,1
69,female,married,110.3,20.2,67.0,900.0,1,own,3213,bds,82,installment,1,1
60,female,single,78.5,18.2,0.0,6546.0,2,own,5123,kinh_doanh,17,installment,8,0
57,male,single,95.4,29.0,437.0,7461.0,3,own,2134,tieu_dung,23,interest_only,7,0
37,male,married,123.6,25.3,522.0,5122.0,0,own,7940,tieu_dung,21,installment,6,0
47,male,single,129.1,27.2,599.0,3783.0,3,own,9483,tieu_dung,19,interest_only,6,0
53,male,married,139.3,28.1,551.0,10042.0,0,rent,5895,kinh_doanh,103,installment,8,0
50,female,single,136.3,33.4,22.0,5737.0,3,rent,4420,o_to,71,installment,4,0
39,female,married,182.4,38.2,155.0,13347.0,1,rent,4661,bds,279,interest_only,1,1
22,female,married,45.2,14.2,153.0,692.0,0,own,1063,bds,92,installment,10,1
24,female,divorced,31.6,5.0,136.0,2111.0,0,rent,507,tieu_dung,23,interest_only,7,1
48,male,single,67.4,13.8,220.0,5940.0,3,own,7174,tieu_dung,52,installment,6,0
50,male,divorced,97.2,21.9,34.0,4595.0,0,stay_with_parents,6844,tieu_dung,48,interest_only,6,0
55,male,married,156.5,47.4,676.0,11441.0,2,rent,6778,bds,254,interest_only,3,1
66,female,divorced,121.8,26.7,287.0,10291.0,2,own,3987,kinh_doanh,119,installment,8,1
18,female,single,66.6,21.8,177.0,1774.0,2,own,7300,tieu_dung,36,interest_only,7,0
48,female,divorced,137.2,36.7,499.0,12963.0,0,rent,2371,kinh_doanh,34,installment,9,1
22,female,married,33.1,7.3,77.0,3166.0,0,stay_with_parents,2275,bds,179,installment,3,1
59,male,divorced,136.0,25.6,221.0,9857.0,2,own,8969,o_to,25,installment,4,0
55,female,divorced,179.8,30.5,496.0,15069.0,0,own,4630,o_to,59,installment,4,1
46,female,single,57.4,13.0,222.0,5267.0,2,own,1041,tieu_dung,35,interest_only,7,1
32,male,single,138.2,35.0,236.0,9458.0,3,own,1627,tieu_dung,14,installment,7,0
31,female,single,78.4,21.1,210.0,958.0,2,own,8532,o_to,60,installment,4,0
47,male,single,146.3,25.8,532.0,14573.0,0,own,8034,bds,183,interest_only,1,1
48,female,divorced,188.5,44.1,431.0,16960.0,3,own,7371,bds,299,installment,1,1
32,male,married,205.8,67.1,32.0,5591.0,2,own,7785,kinh_doanh,27,installment,8,0
58,male,married,165.0,33.1,217.0,10681.0,1,own,6391,kinh_doanh,57,interest_only,8,0
58,female,single,54.9,10.7,58.0,3812.0,2,own,2600,bds,254,interest_only,1,0
64,female,divorced,167.0,52.8,630.0,8372.0,1,own,2179,bds,76,installment,10,1
24,male,divorced,36.0,6.6,35.0,3444.0,2,own,726,kinh_doanh,86,installment,8,1
39,male,married,214.6,55.4,853.0,19324.0,3,own,8344,kinh_doanh,104,interest_only,8,1
20,female,single,76.5,20.5,312.0,4141.0,1,own,5954,o_to,49,interest_only,5,0
33,male,married,118.1,38.9,545.0,5622.0,2,own,3219,o_to,34,installment,5,0
55,female,divorced,152.0,36.6,257.0,2157.0,2,own,6177,o_to,34,installment,4,0
63,female,single,162.2,31.1,529.0,14230.0,1,own,9086,bds,278,interest_only,1,0
54,male,single,105.9,23.9,395.0,6328.0,0,own,1129,bds,74,installment,2,1
21,male,single,33.5,9.1,37.0,2916.0,0,own,811,bds,174,installment,10,1
45,male,divorced,67.5,21.3,177.0,5138.0,3,rent,6609,bds,128,interest_only,1,0
69,female,single,71.2,11.2,63.0,4205.0,1,own,7119,bds,197,installment,1,0
21,male,single,97.1,31.2,37.0,1860.0,2,own,2072,kinh_doanh,40,installment,9,0
33,male,divorced,102.0,24.2,481.0,1890.0,0,own,3670,tieu_dung,59,installment,6,0
61,male,divorced,67.3,12.2,238.0,2386.0,3,own,1413,kinh_doanh,32,installment,9,0
56,male,single,85.3,21.6,5.0,4419.0,3,rent,9952,bds,158,installment,3,0
48,female,divorced,68.3,11.1,52.0,1488.0,3,own,4827,o_to,54,interest_only,4,0
31,female,single,180.9,62.0,375.0,15127.0,1,own,8500,kinh_doanh,94,installment,8,0
23,male,married,52.9,10.2,90.0,2295.0,1,stay_with_parents,804,kinh_doanh,38,interest_only,8,1
68,male,single,120.3,27.2,261.0,2389.0,3,own,5422,bds,214,installment,3,1
69,female,divorced,96.7,27.8,318.0,5467.0,3,own,9376,kinh_doanh,39,interest_only,8,0
66,female,single,59.7,20.2,281.0,2069.0,2,own,2060,bds,316,installment,3,1
62,male,married,99.7,31.7,99.0,6631.0,2,rent,9845,tieu_dung,26,installment,7,0
19,female,divorced,51.9,17.8,245.0,1587.0,0,own,2525,bds,125,interest_only,1,0
65,male,married,142.5,28.2,410.0,11374.0,1,own,2526,o_to,53,installment,4,1
29,male,divorced,104.9,27.5,250.0,2686.0,0,own,4758,bds,143,installment,3,0
36,male,divorced,161.9,32.4,414.0,10600.0,1,own,7334,bds,125,installment,1,1
60,female,married,97.9,31.5,245.0,3334.0,2,rent,7028,tieu_dung,22,installment,6,0
60,male,divorced,122.8,37.4,318.0,10534.0,3,own,9853,tieu_dung,9,interest_only,6,0
64,female,divorced,65.2,16.3,222.0,6355.0,0,own,8298,bds,177,interest_only,1,0
42,male,single,49.0,14.8,11.0,2432.0,0,rent,1452,kinh_doanh,28,installment,9,0
62,male,divorced,68.5,13.2,122.0,5350.0,2,own,6090,tieu_dung,49,installment,6,0
18,male,married,81.9,24.5,292.0,3356.0,0,own,2433,kinh_doanh,51,installment,9,0
